ID_SALES,ID_FINANCE,ID_CRM,Split,Retained,CRM_Segment,CampaignWindow_Days,Cancel_Ratio,Cancelled_Pax,CareIntensity_Score,Days,DepartureMonth,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,Discount_Ratio,EZ_Pay_Take_Up_Rate,EarlyComm_LeadDays,EarlyPlanner_Flag,FPP,FPP_to_PAX,FPP_to_School_enrollment,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,From_Grade,Grade_Range,GroupGradeType,GroupGradeTypeHigh,GroupGradeTypeLow,Group_Penetration,Group_State,HadFirstMeeting_Flag,Income_Level,Income_Ordinal,Insurance_LossRate,Insurance_Penetration,LateComm_LeadDays,LeadTime_Days,Logistics_Load,MDR_High_Grade,MDR_Low_Grade,MajorProgramCode,MeetingsPerMonth,NonFPP_Share,Num_of_Non_FPP_PAX,NumberOfMeetingswithParents,Parent_Meeting_Flag,Poverty_Code,Poverty_Severity,PriceSensitivity_Idx,Program_Code,Region,Revenue_per_FPP,SPR_Group_Revenue,SPR_New_Existing,SPR_Product_Type,SchoolGradeType,SchoolGradeTypeHigh,SchoolGradeTypeLow,SchoolSizeIndicator,School_Sponsor,School_Type,Special_Pay,To_Grade,Total_Discount_Pax,Total_Pax,Total_School_Enrollment,Travel_Type,Tuition,Tuition_per_Day,Tuition_per_FPP,Tuition_vs_PovertyMed
CC2893A,CP1374,010440,model,1.0,7.0,157.0,0.05714285714285714,2,0.0,25,January,250.0,232.0,0.08571428571428572,0.0,9.0,0,29,0.96228059073471,0.053838319398188,2,3,0.166893329098334,8.0,0.0,Middle->High,High,Middle,0.0,WA,0,0,2.0,0.6,0.06896551724137931,-148.0,335.0,875,8.0,0,C,0.0,0.02857142857142857,1,0,0,0,0.0,1.152116402116402,CC,Other,52.13793103448276,1512,1,East Coast,Undefined->Undefined,Undefined,Undefined,MISSING,0,CHD,CP,8.0,3,35,0,A,1742,69.68,60.06896551724138,1.0193095377413692
CC2983A,CP1393,01047K,model,1.0,5.0,,0.0,0,0.8,14,January,179.0,173.0,0.14285714285714285,0.292476708962454,,0,5,0.892673974340483,0.103677656905358,6,2,0.55780733847763,10.0,0.0,K->Middle,Middle,K,0.003695491500369549,OR,1,K,2.0,0.25,1.2,,249.0,98,12.0,PK,C,2.142857142857143,0.14285714285714285,1,1,1,0,0.0,0.9429892141756548,CC,Other,259.6,1298,0,East Coast,High->High,High,High,L,0,CHD,CP,10.0,1,7,1353,A,1224,87.42857142857143,244.8,0.7162083089526039
CC3086A,CP141,01051J,model,0.0,5.0,13.0,0.4444444444444444,16,0.2,12,January,250.0,232.0,0.1388888888888889,0.147285772562345,-15.0,1,36,0.909621702416494,0.051703318345869,23,9,0.700088503250278,7.0,5.0,PK->High,High,PK,0.08256880733944955,CA,0,J,2.0,0.28125,0.6388888888888888,-2.0,501.0,432,12.0,K,C,0.0,0.08333333333333333,3,0,0,0,0.0,1.0262257696693273,CC,Pacific Northwest,24.36111111111111,877,1,East Coast,Middle->High,High,Middle,S-M,0,Private non-Christian,CP,12.0,5,36,436,A,900,75.0,25.0,0.5266237565827969
CC3121A,CP1471,01052O,model,0.0,5.0,181.0,0.5357142857142857,15,0.2,26,January,250.0,232.0,0.07142857142857142,0.108010362516265,30.0,1,29,0.883267552598496,0.059325776065707,28,1,0.585012383207355,10.0,1.0,High->High,High,High,0.09698996655518395,CA,0,O,2.0,0.034482758620689655,0.9655172413793104,-151.0,411.0,728,8.0,K,C,0.0,0.14285714285714285,4,0,0,0,0.0,0.9320492241840557,CC,Northern California,64.44827586206897,1869,0,East Coast,Middle->Middle,Middle,Middle,S,0,Catholic,CP,11.0,2,28,299,A,1742,67.0,60.06896551724138,1.0193095377413692
CC3151A,CP1515,01053K,model,1.0,5.0,24.0,0.13414634146341464,11,1.0,27,January,172.0,157.0,0.08536585365853659,0.086316089494518,-45.0,1,77,0.899840674064063,0.137685199650476,35,5,0.331269108473197,8.0,0.0,PK->Middle,Middle,PK,0.27402135231316727,CA,1,K,2.0,0.125,0.45454545454545453,-21.0,393.0,2214,8.0,K,C,1.1111111111111112,0.10975609756097561,9,1,1,0,0.0,0.8694852941176471,CC,Southern California,7.064935064935065,544,1,East Coast,Middle->Middle,Middle,Middle,S,0,Catholic,CP,8.0,7,82,281,A,473,17.51851851851852,6.142857142857143,0.2767700409596255
CC3238A,CP1559,01054O,model,1.0,5.0,29.0,0.3,3,1.0,12,January,252.0,244.0,0.1,0.229995847864774,23.0,1,9,1.02102167937169,0.035247232757964,32,9,0.432831629361547,8.0,2.0,Middle->High,High,Middle,0.011597938144329897,TX,1,O,2.0,0.21951219512195122,3.5555555555555554,-6.0,430.0,120,8.0,PK,C,2.5,0.2,2,1,1,0,0.0,0.9565217391304348,CC,Southern California,71.55555555555556,644,1,East Coast,Elementary->Elementary,Elementary,Elementary,M-L,0,CHD,CP,10.0,1,10,776,A,616,51.333333333333336,68.44444444444444,0.3604447045055588
CC3246A,CP1643,01061Q,model,1.0,5.0,25.0,0.125,10,0.8,14,January,260.0,264.0,0.0875,0.254961476478407,14.0,0,66,0.973063315325412,0.133476807383909,37,4,0.663032099174079,9.0,0.0,PK->Middle,Middle,PK,0.28820960698689957,CA,1,Q,2.0,0.0975609756097561,0.5606060606060606,-11.0,360.0,1120,8.0,K,C,2.142857142857143,0.05,4,1,1,0,0.0,0.9857571214392804,CC,Pacific Northwest,20.21212121212121,1334,1,East Coast,Middle->Middle,Middle,Middle,S,0,Catholic,CP,9.0,7,80,229,A,1315,93.92857142857143,19.924242424242426,0.7694558221181977
CC3442A,CP1649,01065O,model,1.0,10.0,109.0,0.05555555555555555,2,0.8,16,January,208.0,222.0,0.05555555555555555,0.186605968816082,-27.0,0,25,0.981118796878537,0.057120747578294,8,3,0.43699250319062,11.0,0.0,Middle->High,High,Middle,0.11160714285714286,WA,1,O,2.0,0.2727272727272727,0.32,-136.0,355.0,576,8.0,K,C,1.875,0.027777777777777776,1,1,1,0,0.0,0.9915730337078652,CC,Northern California,14.24,356,1,East Coast,Middle->Middle,Middle,Middle,S,1,CHD,CP,11.0,2,36,224,A,353,22.0625,14.12,0.20655354008191926
CC3480A,CP1728,01070L,model,1.0,9.0,171.0,0.19718309859154928,14,1.5,20,January,301.0,178.0,0.11267605633802817,0.062879784766798,-23.0,1,53,0.939355865317458,0.10109670843895,3,2,0.164774169071285,6.0,0.0,High->High,High,High,0.10037878787878787,CA,1,L,1.0,0.4,0.05660377358490566,-194.0,451.0,1420,12.0,7,C,3.0,0.028169014084507043,2,2,1,0,0.0,0.8474752732951588,CC,Other,36.24528301886792,1921,0,East Coast,High->High,High,High,S-M,0,Catholic,CP,6.0,8,71,528,A,1628,81.4,30.71698113207547,0.9526038619075483
CC3817A,CP1756,01071J,model,1.0,5.0,1.0,0.0,0,1.3,29,December,441.0,224.0,0.05084745762711865,0.043468690013009,15.0,0,46,0.942104126303917,0.104931383042755,16,4,0.604869940145268,10.0,0.0,Middle->High,High,Middle,0.0,AZ,1,J,2.0,0.2,0.34782608695652173,16.0,350.0,1711,8.0,PK,C,2.0689655172413794,0.01694915254237288,1,2,1,0,0.0,1.1553133514986376,CC,Southern California,7.978260869565218,367,0,East Coast,Middle->Middle,Middle,Middle,MISSING,1,PUBLIC,CP,10.0,3,59,0,A,424,14.620689655172415,9.217391304347826,0.2480983031012288
CC3983A,CP1776,01077M,model,1.0,10.0,5.0,0.08,2,1.3,29,January,377.0,180.0,0.04,0.335000576078481,-10.0,0,27,0.967450810073484,0.12934214948135,36,4,0.547846992622479,7.0,0.0,K->High,High,K,0.08157099697885196,CA,1,M,3.0,0.1,1.3333333333333333,-15.0,347.0,725,12.0,K,C,2.0689655172413794,0.2,5,2,1,0,0.0,1.0519918973666442,CC,Other,54.851851851851855,1481,0,East Coast,Middle->Middle,Middle,Middle,S,0,CHD,CP,7.0,1,25,331,A,1558,53.724137931034484,57.7037037037037,0.9116442363955529
CC4490A,CP1789,01082N,model,1.0,7.0,188.0,0.2222222222222222,6,0.2,20,January,250.0,232.0,0.1111111111111111,0.235894255484108,-14.0,1,26,0.890299035029315,0.140586966975857,31,2,0.58774639734753,8.0,0.0,PK->Middle,Middle,PK,0.03869047619047619,CA,0,N,2.0,0.06060606060606061,1.1923076923076923,-202.0,478.0,540,12.0,9,C,0.0,0.25925925925925924,7,0,0,0,0.0,1.134159679183376,CC,Other,105.5,2743,1,East Coast,Undefined->Undefined,Undefined,Undefined,M-L,0,Catholic,CP,8.0,3,27,672,A,3111,155.55,119.65384615384616,1.8203627852545348
CC4524A,CP1802,01087I,model,0.0,2.0,230.0,0.18032786885245902,11,1.0,30,January,164.0,180.0,0.11475409836065574,0.265462051200698,-10.0,1,57,1.02169708713809,0.249796930715866,15,2,0.452892244444331,9.0,1.0,Middle->Middle,Middle,Middle,0.14108910891089108,CA,1,I,0.0,0.11764705882352941,0.2631578947368421,-240.0,484.0,1830,12.0,PK,C,1.0,0.01639344262295082,1,1,1,0,0.0,1.1455160744500845,CC,Other,10.368421052631579,591,1,East Coast,Middle->Middle,Middle,Middle,S-M,1,Private non-Christian,CP,10.0,7,61,404,A,677,22.566666666666666,11.87719298245614,0.39613809245172615
CC4930A,CP1815,01090O,model,1.0,5.0,144.0,0.2222222222222222,6,1.0,30,January,252.0,260.0,0.07407407407407407,0.193318049744742,-35.0,1,21,0.903994235013694,0.121102882665209,30,2,0.934323088238826,10.0,0.0,K->Middle,Middle,K,0.059154929577464786,CA,1,O,2.0,0.0625,1.4285714285714286,-179.0,458.0,810,8.0,K,C,1.0,0.07407407407407407,2,1,1,0,0.0,0.9685110211426001,CC,Southern California,105.85714285714286,2223,1,East Coast,Elementary->Elementary,Elementary,Elementary,S-M,1,Private non-Christian,CP,10.0,2,27,355,A,2153,71.76666666666667,102.52380952380952,1.2598010532475132
CC712A,CP1836,01091L,model,0.0,9.0,3.0,0.4,14,1.5,15,January,370.0,186.0,0.11428571428571428,0.2745952427456,-8.0,1,27,0.929941313758624,0.05442671287598,36,1,0.623850296451905,8.0,5.0,PK->High,High,PK,0.1232876712328767,CA,1,L,1.0,0.02702702702702703,1.3333333333333333,-5.0,518.0,525,8.0,K,C,4.0,0.14285714285714285,5,2,1,0,0.0,0.863780778395552,CC,Pacific Northwest,93.25925925925925,2518,0,East Coast,Middle->Middle,Middle,Middle,S,1,Catholic,CP,13.0,4,35,219,A,2175,145.0,80.55555555555556,1.272674078408426
CC944A,CP1894,01104O,model,0.0,8.0,166.0,0.5862068965517241,17,1.0,43,January,213.0,211.0,0.06896551724137931,0.114135503802193,25.0,1,26,0.917345495504754,0.064343690077036,39,6,0.838073241436245,9.0,1.0,High->High,High,High,0.04529616724738676,CA,1,O,2.0,0.13333333333333333,1.5,-141.0,415.0,1247,12.0,9,C,0.6976744186046512,0.1724137931034483,5,1,1,0,0.0,0.8795389048991354,CC,Pacific Northwest,66.73076923076923,1735,1,East Coast,High->High,High,High,S-M,0,Catholic,CP,10.0,2,29,574,A,1526,35.48837209302326,58.69230769230769,0.892919836161498
CD1001A,CP1905,01107Q,model,1.0,5.0,4.0,0.011494252873563218,1,0.0,11,January,250.0,232.0,0.04597701149425287,0.092925218568448,-175.0,0,93,0.902785404931854,0.106440231859882,14,2,0.581721909062027,6.0,0.0,K->High,High,K,0.25203252032520324,FL,0,Q,2.0,0.125,0.15053763440860216,-179.0,324.0,957,8.0,K,C,0.0,0.034482758620689655,3,0,0,0,0.0,0.9248875958741074,CD,Southern California,40.655913978494624,3781,0,East Coast,Undefined->Undefined,Undefined,Undefined,S-M,0,Private non-Christian,CP,6.0,4,87,369,A,3497,317.90909090909093,37.60215053763441,2.046225863077823
CD1011A,CP1924,01116I,model,0.0,2.0,127.0,0.2,2,0.8,15,January,241.0,244.0,0.1,0.173346996182394,-1.0,0,9,0.876976881492368,0.01894018504241,24,3,0.781304699771908,10.0,4.0,K->High,High,K,0.033962264150943396,MN,1,I,0.0,0.1111111111111111,2.6666666666666665,-128.0,321.0,150,8.0,K,C,2.0,0.4,4,1,1,0,0.0,0.8834459459459459,CD,Other,197.33333333333334,1776,1,East Coast,Middle->Middle,Middle,Middle,S,0,Catholic,CP,14.0,1,10,265,A,1569,104.6,174.33333333333334,0.9180807489760093
CD1013A,CP195,01119P,model,1.0,5.0,157.0,0.15384615384615385,2,1.0,13,January,268.0,257.0,0.07692307692307693,0.164613420482743,8.0,1,14,0.925053701747923,0.056163768794558,41,5,0.557684410785525,6.0,5.0,PK->High,High,PK,0.0224,TX,1,P,2.0,0.10869565217391304,2.9285714285714284,-149.0,446.0,169,8.0,K,C,2.3076923076923075,0.6153846153846154,8,1,1,0,0.0,1.0859528487229861,CD,Other,145.42857142857142,2036,1,East Coast,Middle->Middle,Middle,Middle,M-L,0,Catholic,CP,11.0,1,13,625,A,2211,170.07692307692307,157.92857142857142,1.2937390286717378
CD1047A,CP2003,01122M,model,1.0,2.0,182.0,0.25,2,0.8,18,January,170.0,177.0,0.125,0.076054751738342,11.0,0,10,0.874414359030747,0.005875451801169,27,0,0.672995404449406,10.0,1.0,PK->High,High,PK,0.028735632183908046,AZ,1,M,3.0,0.0,2.7,-171.0,349.0,144,8.0,K,C,1.6666666666666667,0.5,4,1,1,0,0.0,0.9003484320557491,CD,Other,287.0,2870,0,East Coast,Elementary->Middle,Middle,Elementary,S,0,CHD,CP,11.0,1,8,348,A,2584,143.55555555555554,258.4,1.5119953188999415
CD1051A,CP2084,01123L,model,0.0,11.0,97.0,0.08695652173913043,2,0.8,19,January,236.0,254.0,0.13043478260869565,0.088889167842062,-19.0,0,17,0.886487773566276,0.052064523525906,17,4,0.229771599350823,9.0,1.0,K->High,High,K,0.09239130434782608,WA,1,L,1.0,0.19047619047619047,1.0,-116.0,317.0,437,8.0,PK,C,1.5789473684210527,0.34782608695652173,8,1,1,0,0.0,1.086269744835966,CD,Houston,96.82352941176471,1646,0,East Coast,Middle->Middle,Middle,Middle,S,0,CHD,CP,10.0,3,23,184,A,1788,94.10526315789474,105.17647058823529,1.0462258630778234
CD1052A,CP2089,01134M,model,1.0,4.0,5.0,0.07142857142857142,2,0.8,24,January,239.0,243.0,0.03571428571428571,0.153374467126135,-116.0,0,30,0.911654472745867,0.090261209591247,43,4,0.779575125668865,9.0,0.0,K->Middle,Middle,K,0.0970873786407767,CA,1,M,3.0,0.0851063829787234,1.4333333333333333,-111.0,349.0,672,6.0,K,C,1.25,0.2857142857142857,8,1,1,0,0.0,1.0551282051282052,CD,Southern California,52.0,1560,0,East Coast,Middle->Middle,Middle,Middle,S,0,Private non-Christian,CP,9.0,1,28,309,A,1646,68.58333333333333,54.86666666666667,0.9631363370392042
CD1116T,CP2114,01143J,model,1.0,5.0,119.0,0.03225806451612903,1,1.0,14,January,197.0,177.0,0.06451612903225806,0.0,-6.0,1,29,0.864887394465694,0.123743966014991,10,2,0.225303999597777,9.0,0.0,K->Middle,Middle,K,0.09602649006622517,NC,1,J,2.0,0.16666666666666666,0.3448275862068966,-125.0,376.0,434,8.0,PK,C,2.142857142857143,0.16129032258064516,5,1,1,0,0.0,1.009369144284822,CD,Southern California,55.206896551724135,1601,0,East Coast,Elementary->Elementary,Elementary,Elementary,S,0,CHD,CP,9.0,2,31,302,T,1616,115.42857142857143,55.724137931034484,0.9455822118197776
CD1157A,CP2117,01146Q,model,0.0,10.0,10.0,0.17391304347826086,4,1.0,14,January,247.0,251.0,0.08695652173913043,0.059349423172037,-13.0,1,22,0.87532653934827,0.106496764874924,54,8,0.606934600549572,10.0,0.0,PK->Middle,Middle,PK,0.10891089108910891,TX,1,Q,2.0,0.12903225806451613,2.4545454545454546,-3.0,399.0,322,8.0,PK,C,2.142857142857143,0.6086956521739131,14,1,1,0,0.0,0.9945919370698132,CD,Other,92.45454545454545,2034,1,East Coast,Middle->Middle,Middle,Middle,S,1,CHD,CP,10.0,2,23,202,A,2023,144.5,91.95454545454545,1.1837331772966646
CD1169A,CP2165,01150M,model,1.0,5.0,109.0,0.027777777777777776,1,0.2,7,January,250.0,232.0,0.05555555555555555,0.222539207972204,-8.0,1,32,0.886715663117708,0.097774204068616,34,3,0.28625575239421,7.0,1.0,K->Middle,Middle,K,0.052202283849918436,IL,0,M,3.0,0.08108108108108109,1.0625,-117.0,372.0,252,8.0,PK,C,0.0,0.5,18,0,0,0,0.0,1.1034047919293821,CD,Northern California,24.78125,793,0,East Coast,Middle->Middle,Middle,Middle,M-L,0,Catholic,CP,8.0,2,36,613,A,875,125.0,27.34375,0.5119953188999414
CD117T,CP225,01154G,model,1.0,10.0,217.0,0.0,0,1.0,16,January,198.0,188.0,0.061224489795918366,0.174670040782044,-9.0,1,40,0.946657188435813,0.121819094989503,50,11,0.611712774013426,7.0,0.0,PK->Middle,Middle,PK,0.056179775280898875,MI,1,G,2.0,0.18032786885245902,1.25,-226.0,387.0,784,12.0,K,C,1.875,0.08163265306122448,4,1,1,0,0.0,1.1245080500894455,CD,Other,69.875,2795,0,East Coast,Middle->Middle,Middle,Middle,M-L,1,Private non-Christian,CP,7.0,3,49,712,T,3143,196.4375,78.575,1.8390871854885897
CD1181A,CP2251,01157Q,model,1.0,10.0,231.0,0.265625,17,1.5,12,January,197.0,164.0,0.078125,0.181143011664176,8.0,1,55,0.775887488273165,0.074872098084982,8,4,0.518273934334364,10.0,0.0,PK->High,High,PK,0.24336283185840707,CA,1,Q,2.0,0.3333333333333333,0.14545454545454545,-223.0,472.0,768,8.0,PK,C,5.0,0.0625,4,2,1,0,0.0,1.0803393213572854,CD,Houston,36.43636363636364,2004,1,East Coast,Middle->Middle,Middle,Middle,S,0,Catholic,CP,10.0,5,64,226,A,2165,180.41666666666666,39.36363636363637,1.2668227033352837
CD1212A,CP242,01169Q,model,0.0,11.0,70.0,0.05263157894736842,3,0.0,12,January,250.0,232.0,0.07017543859649122,0.26209453742458,-40.0,0,55,0.894531055221885,0.152416494510597,36,1,0.592224236960405,5.0,1.0,PK->Middle,Middle,PK,0.16516516516516516,TN,0,Q,2.0,0.02702702702702703,0.6545454545454545,-110.0,338.0,684,8.0,K,C,0.0,0.08771929824561403,5,0,0,0,0.0,1.0,CD,Other,45.54545454545455,2505,1,East Coast,Middle->High,High,Middle,S,1,CHD,CP,6.0,4,57,333,A,2505,208.75,45.54545454545455,1.4657694558221182
CD1224A,CP2447,01170Q,model,1.0,5.0,256.0,0.18032786885245902,11,1.0,20,January,191.0,208.0,0.09836065573770492,0.13069471082206,0.0,1,55,0.903440688229694,0.061668768551528,39,6,0.800959639298831,8.0,0.0,K->High,High,K,0.06285714285714286,CA,1,Q,2.0,0.13333333333333333,0.7090909090909091,-256.0,441.0,1220,12.0,6,C,1.5,0.08196721311475409,5,1,1,0,0.0,0.9147900182592819,CD,Pacific Northwest,29.87272727272727,1643,0,East Coast,Middle->Middle,Middle,Middle,M-L,0,Catholic,CP,8.0,6,61,875,A,1503,75.15,27.327272727272728,0.8794616734932709
CD1266A,CP2450,01171Q,model,1.0,7.0,9.0,0.038461538461538464,1,0.2,6,January,250.0,232.0,0.038461538461538464,0.089989635852092,8.0,1,23,0.935462101568833,0.113425953096265,39,4,0.660925477982779,7.0,0.0,PK->Middle,Middle,PK,0.060209424083769635,TN,0,Q,2.0,0.09302325581395349,1.6956521739130435,-1.0,386.0,156,12.0,K,C,0.0,0.15384615384615385,4,0,0,0,0.0,0.8547854785478548,CD,Other,26.347826086956523,606,0,East Coast,Middle->Middle,Middle,Middle,S-M,1,Private non-Christian,CP,7.0,1,26,382,A,518,86.33333333333333,22.52173913043478,0.3031012287887654
CD1326A,CP2458,01172M,model,1.0,5.0,64.0,0.18181818181818182,6,0.8,18,January,226.0,234.0,0.09090909090909091,0.168003444493224,6.0,0,31,0.863932878609291,0.208222029115819,3,0,0.570228701808613,6.0,0.0,K->Middle,Middle,K,0.02966507177033493,CA,1,M,3.0,0.0,0.0967741935483871,-58.0,364.0,594,12.0,PK,C,1.6666666666666667,0.030303030303030304,1,1,1,0,0.0,0.879286694101509,CD,Dallas,70.54838709677419,2187,0,East Coast,Middle->Middle,Middle,Middle,L,0,CHD,CP,6.0,3,33,1045,A,1923,106.83333333333333,62.03225806451613,1.1252194265652429
